News_ID,Website,Category,Headline,URL,Top_Image,Date,author
1,ani,['sports'],IPL 13: USA pacer Ali Khan ruled out of tournament,https://aninews.in/news/sports/cricket/ipl-13-usa-pacer-ali-khan-ruled-out-of-tournament20201007085636,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/WhatsApp_Image_2020-10-07_at_08.21.49-thumbnail-154x87-70.jpg,,[]
2,ani,['sports'],IPL 13: Ben Stokes draws Kartik Tyagi's parallels with Lee and Ishant,https://aninews.in/news/sports/cricket/ipl-13-ben-stokes-draws-kartik-tyagis-parallels-with-lee-and-ishant20201006230251,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/kartikleeleees_2SVJYJV-thumbnail-154x87-70.jpg,,[]
3,ani,['sports'],Sydney Thunder re-signs Arjun Nair for BBL 10,https://aninews.in/news/sports/cricket/sydney-thunder-re-signs-arjun-nair-for-bbl-1020201007000457,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Sydsydney-thumbnail-154x87-70.jpg,,[]
4,ani,['sports'],Heather Knight and Tammy Beaumont join Sydney Thunder for WBBL,https://aninews.in/news/sports/cricket/heather-knight-and-tammy-beaumont-join-sydney-thunder-for-wbbl20201007103303,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Knight_oct7-thumbnail-154x87-70.jpg,,[]
5,ani,['sports'],"IPL 13: Suryakumar played a fine innings, says Hardik Pandya",https://aninews.in/news/sports/cricket/ipl-13-suryakumar-played-a-fine-innings-says-hardik-pandya20201006220544,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/harsuryakukus_Wze4Sum-thumbnail-154x87-70.jpg,,[]
6,ani,['sports'],"IPL 13: Was far from ball, had to dive to take Lomror's catch, says Anukul Roy",https://aninews.in/news/sports/cricket/ipl-13-was-far-from-ball-had-to-dive-to-take-lomrors-catch-says-anukul-roy20201007092443,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP5431_zVh7XDH-thumbnail-154x87-70.jpg,,[]
7,ani,['sports'],Stafanie Taylor rejoins Adelaide Strikers for WBBL season 6,https://aninews.in/news/sports/cricket/stafanie-taylor-rejoins-adelaide-strikers-for-wbbl-season-620201007103613,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Taylor_oct7_vqtlOUQ-thumbnail-154x87-70.jpg,,[]
8,ani,['sports'],IPL 13: Steve Smith fined for slow over-rate against Mumbai Indians,https://aninews.in/news/sports/cricket/ipl-13-steve-smith-fined-for-slow-over-rate-against-mumbai-indians20201007083906,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Smith_oct5_UvYjEl0_AGDoUsM-thumbnail-154x87-70.jpg,,[]
9,ani,['sports'],"IPL 13: Bumrah wanted to back his yorkers against RR, says Shane Bond",https://aninews.in/news/sports/cricket/ipl-13-bumrah-wanted-to-back-his-yorkers-against-rr-says-shane-bond20201007081107,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/PAN_9945_7VPjsdu-thumbnail-154x87-70.jpg,,[]
10,ani,['sports'],"IPL 13: Shastri, Yuvraj praise Bumrah for his 4-wicket haul against Rajasthan",https://aninews.in/news/sports/cricket/ipl-13-shastri-yuvraj-praise-bumrah-for-his-4-wicket-haul-against-rajasthan20201007101308,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Bumrah_oct7_r6LfvhT-thumbnail-154x87-70.jpg,,[]
11,ani,['sports'],French Open: Schwartzman stuns Thiem in marathon clash to reach semi-final,https://aninews.in/news/sports/tennis/french-open-schwartzman-stuns-thiem-in-marathon-clash-to-reach-semi-final20201007090829,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Diego_oct7_4nT7OBf-thumbnail-154x87-70.jpg,,[]
12,ani,['sports'],"IPL 13: Suryakumar's shots were perfect against RR, says Rohit Sharma",https://aninews.in/news/sports/cricket/ipl-13-suryakumars-shots-were-perfect-against-rr-says-rohit-sharma20201007000720,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/suryakumaryyyyyy_uCCkRAT_eOxR4Gt-thumbnail-154x87-70.jpg,,[]
13,ani,['sports'],Mesut Ozil offers to pay wages of 'Gunnersaurus',https://aninews.in/news/sports/football/mesut-ozil-offers-to-pay-wages-of-gunnersaurus20201006214056,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Ejpvtg3WkAkhxk5_Dd4Dsto-thumbnail-154x87-70.jpg,,[]
14,ani,['sports'],"Pant should be number one contender to replace Dhoni in Team India, says Lara",https://aninews.in/news/sports/cricket/pant-should-be-number-one-contender-to-replace-dhoni-in-team-india-says-lara20201007110349,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Pant_jan15_DHMUica_Bjlu17P_YZMk7f8_JjWlH5M_aPqtHr0-thumbnail-154x87-70.jpg,,[]
15,ani,['sports'],IPL 13: MI smash 51 in last three overs to set 194 run target for RR,https://aninews.in/news/sports/cricket/ipl-13-mi-smash-51-in-last-three-overs-to-set-194-run-target-for-rr20201006214004,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/suryakumaryyyyyy-thumbnail-154x87-70.jpg,,[]
16,ani,['sports'],Odisha FC rope in South African international Cole Alexander for upcoming ISL,https://aninews.in/news/sports/football/odisha-fc-rope-in-south-african-international-cole-alexander-for-upcoming-isl20201010122254,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/6af048a6-8da7-4563-9a95-6e9f7c62e9d2_Z26p57Z-thumbnail-154x87-70.jpg,,[]
17,ani,['sports'],"IPL 13: Our bowlers will give a tough time to CSK batsmen, says Rahul Tripathi",https://aninews.in/news/sports/cricket/ipl-13-our-bowlers-will-give-a-tough-time-to-csk-batsmen-says-rahul-tripathi20201006232112,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/tahutripatjis-thumbnail-154x87-70.jpg,,[]
18,ani,['sports'],"IPL 13: Loving the added responsibility of batting in top-order, says Suryakumar Yadav",https://aninews.in/news/sports/cricket/ipl-13-loving-the-added-responsibility-of-batting-in-top-order-says-suryakumar-yadav20201007100510,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP5179_gEroTi6-thumbnail-154x87-70.jpg,,[]
19,ani,['sports'],IPL 13: Smith seeks improvement after RR suffer third successive defeat,https://aninews.in/news/sports/cricket/ipl-13-smith-seeks-improvement-after-rr-suffer-third-successive-defeat20201007004341,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP4576_ccmMATQ-thumbnail-154x87-70.jpg,,[]
20,ani,['sports'],IPL 13: MI defeat RR by 57 runs to register third consecutive win,https://aninews.in/news/sports/cricket/ipl-13-mi-defeat-rr-by-57-runs-to-register-third-consecutive-win20201006233624,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjqbNRCUYAElvS8_H1m2QVx-thumbnail-154x87-70.jpg,,[]
21,ani,['sports'],"IPL 13: You don't win many T20 games after losing three wickets in powerplay, says Buttler",https://aninews.in/news/sports/cricket/ipl-13-you-dont-win-many-t20-games-after-losing-three-wickets-in-powerplay-says-buttler20201007083227,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/PAN_9939_q3mdvd0-thumbnail-154x87-70.jpg,,[]
22,ani,['sports'],French Open: Nadal thrashes Sinner to reach 13th Roland Garros semi-final,https://aninews.in/news/sports/tennis/french-open-nadal-thrashes-sinner-to-reach-13th-roland-garros-semi-final20201007092521,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Nadal_oct7_BfoLOMq-thumbnail-154x87-70.jpg,,[]
23,ani,['sports'],"Rahane integral part of Delhi Capitals, not looking at mid-season transfer: Official",https://aninews.in/news/sports/cricket/rahane-integral-part-of-delhi-capitals-not-looking-at-mid-season-transfer-official20201007143735,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/cvbvcxbb-thumbnail-154x87-70.jpg,,[]
24,ani,['sports'],NBA: Lakers one game away from championship win,https://aninews.in/news/sports/others/nba-lakers-one-game-away-from-championship-win20201007144641,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/gYDFJ9Fh_6Y7BMKZ-thumbnail-154x87-70.jpg,,[]
25,ani,['sports'],IPL 13: MI managing Hardik's workload with eye on India's international calendar,https://aninews.in/news/sports/cricket/ipl-13-mi-managing-hardiks-workload-with-eye-on-indias-international-calendar20201007123926,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Eh4SftBUYAIw03O_gT0ujLi_i9MlrMk-thumbnail-154x87-70.jpg,,[]
26,ani,['sports'],"Rijiju, IOA hold review meeting on India's preparation for Tokyo Olympics",https://aninews.in/news/sports/others/rijiju-ioa-hold-review-meeting-on-indias-preparation-for-tokyo-olympics20201007153923,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Ejt3pfUVcAM_UeE_8kF59Q6-thumbnail-154x87-70.jpg,,[]
27,ani,['sports'],Australian women's team equals world-record for most consecutive ODI victories,https://aninews.in/news/sports/cricket/australian-womens-team-equals-world-record-for-most-consecutive-odi-victories20201007111818,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Ejs1jGVWoAE70wY_dV0WECL-thumbnail-154x87-70.jpg,,[]
28,ani,['sports'],National Taekwondo Poomsae Championship concludes first-ever online championship,https://aninews.in/news/sports/others/national-taekwondo-poomsae-championship-concludes-first-ever-online-championship20201007182147,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/takeiwondu_Z3KvfXp-thumbnail-154x87-70.jpg,,[]
29,ani,['sports'],Odsonne Edouard tests positive for coronavirus,https://aninews.in/news/sports/football/odsonne-edouard-tests-positive-for-coronavirus20201007164943,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjrW6rMXsAUkXgI_siczJa7-thumbnail-154x87-70.jpg,,[]
30,ani,['sports'],"Virat, Yuvraj extend wishes to Zaheer Khan as he turns 42",https://aninews.in/news/sports/cricket/virat-yuvraj-extend-wishes-to-zaheer-khan-as-he-turns-4220201007133324,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/ZaheerK_oct7_1yrV4cs-thumbnail-154x87-70.jpg,,[]
31,ani,['sports'],Domestic cricket to return in Bangladesh with three-team one-day competition,https://aninews.in/news/sports/cricket/domestic-cricket-to-return-in-bangladesh-with-three-team-one-day-competition20201007180506,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/bcbyuyuytww-thumbnail-154x87-70.jpg,,[]
32,ani,['sports'],NBA Academy India prospect Amaan Sandhu signs with First Love Christian Academy,https://aninews.in/news/sports/others/nba-academy-india-prospect-amaan-sandhu-signs-with-first-love-christian-academy20201007134914,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Aman_oct7_vLGb7gs-thumbnail-154x87-70.jpg,,[]
33,ani,['sports'],Matt Taylor extends contract with Gloucestershire Cricket,https://aninews.in/news/sports/cricket/matt-taylor-extends-contract-with-gloucestershire-cricket20201007161828,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/CAACACSACAS-thumbnail-154x87-70.jpg,,[]
34,ani,['sports'],"Very grateful to get early recognition, says young Indian hockey midfielder Rajkumar Pal",https://aninews.in/news/sports/hockey/very-grateful-to-get-early-recognition-says-young-indian-hockey-midfielder-rajkumar-pal20201007141941,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Rajk_oct7_ynG6dgx-thumbnail-154x87-70.jpg,,[]
35,ani,['sports'],"IPL 13: After taking my first wicket, I remembered my father, says debutant Tyagi",https://aninews.in/news/sports/cricket/ipl-13-after-taking-my-first-wicket-i-remembered-my-father-says-debutant-tyagi20201007114902,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Tyagi_oct7_YUvMGhE-thumbnail-154x87-70.jpg,,[]
36,ani,['sports'],Delhi Capitals strong contender to win IPL: Rajkumar Sharma,https://aninews.in/news/sports/cricket/delhi-capitals-strong-contender-to-win-ipl-rajkumar-sharma20201007180432,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/rkshr14march-thumbnail-320x180-70_9XSqlwA-thumbnail-154x87-70.jpg,,[]
37,ani,['sports'],"Jack Carson, Jamie Atkins, Henry Crocombe sign rookie contracts with Sussex",https://aninews.in/news/sports/cricket/jack-carson-jamie-atkins-henry-crocombe-sign-rookie-contracts-with-sussex20201007171518,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/susssexcvtys-thumbnail-154x87-70.jpg,,[]
38,ani,['sports'],"16 Elite Indian boxers to travel to Italy, France for training, competition",https://aninews.in/news/sports/others/16-elite-indian-boxers-to-travel-to-italy-france-for-training-competition20201007161312,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Boxing_oct7-thumbnail-154x87-70.jpg,,[]
39,ani,['sports'],Liverpool midfielder Marko Grujic joins FC Porto on season-long loan,https://aninews.in/news/sports/football/liverpool-midfielder-marko-grujic-joins-fc-porto-on-season-long-loan20201007124803,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/marko_pct7_upTrx5Q-thumbnail-154x87-70.jpg,,[]
40,ani,['sports'],"IPL 13: Ponting talking to ICC committee for penalty against batsman for backing up, says Ashwin",https://aninews.in/news/sports/cricket/ipl-13-ponting-talking-to-icc-committee-for-penalty-against-batsman-for-backing-up-says-ashwin20201007175829,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/punterashwingh_1M5tZrm-thumbnail-154x87-70.jpg,,[]
41,ani,['sports'],IPL 13: Tendulkar hails Bumrah's 'exceptional' bowling against Rajasthan Royals,https://aninews.in/news/sports/cricket/ipl-13-tendulkar-hails-bumrahs-exceptional-bowling-against-rajasthan-royals20201007164910,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/bumbumrahgt_BvUOjMv-thumbnail-154x87-70.jpg,,[]
42,ani,['sports'],Dean Jones takes 'final lap' at MCG with family around,https://aninews.in/news/sports/cricket/dean-jones-takes-final-lap-at-mcg-with-family-around20201007124545,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjtJshmU4AABbWD_1_RjMU0a5-thumbnail-154x87-70.jpg,,[]
43,ani,['sports'],"IPL 13: KKR win toss, opt to bat first against CSK",https://aninews.in/news/sports/cricket/ipl-13-kkr-win-toss-opt-to-bat-first-against-csk20201007191801,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/dkmsdmatch-thumbnail-154x87-70.jpg,,[]
44,ani,['sports'],"IPL 13: Yuvraj, Stokes engage in funny banter during CSK-KKR clash",https://aninews.in/news/sports/cricket/ipl-13-yuvraj-stokes-engage-in-funny-banter-during-csk-kkr-clash20201007215351,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/abe_banteds_RAUQ6NV-thumbnail-154x87-70.jpg,,[]
45,ani,['sports'],"I'm fine, will come back stronger: Odsonne Edouard after testing positive for COVID-19",https://aninews.in/news/sports/football/im-fine-will-come-back-stronger-odsonne-edouard-after-testing-positive-for-covid-1920201007200522,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjrW6rMXsAUkXgI_3XG9VGO_YlLyg3i-thumbnail-154x87-70.jpg,,[]
46,ani,['sports'],Massive relief: Chris Smalling after rejoining AS Roma,https://aninews.in/news/sports/football/massive-relief-chris-smalling-after-rejoining-as-roma20201007200723,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjtW22sXgAIH_-7_cA1Fep5-thumbnail-154x87-70.jpg,,[]
47,ani,['sports'],"IPL 13: Narine's cameo at number four gave us momentum, says Kyle Mills",https://aninews.in/news/sports/cricket/ipl-13-narines-cameo-at-number-four-gave-us-momentum-says-kyle-mills20201008091913,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Mills-Narine-thumbnail-154x87-70.jpg,,[]
48,ani,['sports'],Stuart Armstrong tests positive for coronavirus,https://aninews.in/news/sports/football/stuart-armstrong-tests-positive-for-coronavirus20201007230051,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/skl91wiK_400x400_JsFtqML_OpNAW3E-thumbnail-154x87-70.jpg,,[]
49,ani,['sports'],"IPL 13: Don't think playing an extra batsman will help CSK, says Stephen Fleming",https://aninews.in/news/sports/cricket/ipl-13-dont-think-playing-an-extra-batsman-will-help-csk-says-stephen-fleming20201008085405,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/_AI_9615_NGwOG1J_0YjqNw2-thumbnail-154x87-70.jpg,,[]
50,ani,['sports'],So disappointed and frustrated: Tierney after being asked to self-isolate,https://aninews.in/news/sports/football/so-disappointed-and-frustrated-tierney-after-being-asked-to-self-isolate20201008002323,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EbnfjcTXYAgjv-W_gGVz4KU_z6ChLXu-thumbnail-154x87-70.jpg,,[]
51,ani,['sports'],"IPL 13: My knock looks better because our bowling group was exceptional, says Rahul Tripathi",https://aninews.in/news/sports/cricket/ipl-13-my-knock-looks-better-because-our-bowling-group-was-exceptional-says-rahul-tripathi20201008094102,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP5905_mtDP4gt-thumbnail-154x87-70.jpg,,[]
52,ani,['sports'],"IPL 13: Yorker is the best and safest ball, says CSK all-rounder Bravo",https://aninews.in/news/sports/cricket/ipl-13-yorker-is-the-best-and-safest-ball-says-csk-all-rounder-bravo20201007221826,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/braaacovo_XpPK1tG-thumbnail-154x87-70.jpg,,[]
53,ani,['sports'],French Open: Djokovic defeats Busta to reach 10th semi-final,https://aninews.in/news/sports/tennis/french-open-djokovic-defeats-busta-to-reach-10th-semi-final20201008092936,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Novak_oct8_MaKyMNJ-thumbnail-154x87-70.jpg,,[]
54,ani,['sports'],"IPL 13: Bowling to Dhoni was 'surreal moment', says Varun Chakravarthy",https://aninews.in/news/sports/cricket/ipl-13-bowling-to-dhoni-was-surreal-moment-says-varun-chakravarthy20201008094539,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP6388_Vlo6f4z-thumbnail-154x87-70.jpg,,[]
55,ani,['sports'],FIFA president praises Qatar's World Cup preparations during his first visit to Al Bayt Stadium,https://aninews.in/news/sports/football/fifa-president-praises-qatars-world-cup-preparations-during-his-first-visit-to-al-bayt-stadium20201007222904,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/RTS34IKE_p0dTPoj_NP3Q5kV_CJQgkvO-thumbnail-154x87-70.jpg,,[]
56,ani,['sports'],Frustrating defeat against MI but love playing in IPL: Jos Butler,https://aninews.in/news/sports/cricket/frustrating-defeat-against-mi-but-love-playing-in-ipl-jos-butler20201007220259,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/EjtlDUVWsAEUJJE_0gNh4Je-thumbnail-154x87-70.jpg,,[]
57,ani,['sports'],"'Feeling well now': Recovering from dengue, says Mary Kom, who will skip European training tour",https://aninews.in/news/sports/others/feeling-well-now-recovering-from-dengue-says-mary-kom-who-will-skip-european-training-tour20201007225841,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/kummaruys-thumbnail-154x87-70.jpg,,[]
58,ani,['sports'],"IPL 13: Batsmen let the bowlers down, says Dhoni after defeat against KKR",https://aninews.in/news/sports/cricket/ipl-13-batsmen-let-the-bowlers-down-says-dhoni-after-defeat-against-kkr20201008004558,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP6384_YhdSP65-thumbnail-154x87-70.jpg,,[]
59,ani,['sports'],"IPL 13: Sunil Narine is a key player for KKR, says Dinesh Karthik",https://aninews.in/news/sports/cricket/ipl-13-sunil-narine-is-a-key-player-for-kkr-says-dinesh-karthik20201008005638,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/dkdkdineshsss-thumbnail-154x87-70.jpg,,[]
60,ani,['sports'],Rachael Haynes reflects on 'special achievement' as Australia thrash New Zealand,https://aninews.in/news/sports/cricket/rachael-haynes-reflects-on-special-achievement-as-australia-thrash-new-zealand20201007204158,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/rachsyuyutrs-thumbnail-154x87-70.jpg,,[]
61,ani,['sports'],IPL 13: Rahul Tripathi guides KKR to 167 runs against CSK,https://aninews.in/news/sports/cricket/ipl-13-rahul-tripathi-guides-kkr-to-167-runs-against-csk20201007213915,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/VRP5829_sSl0eR7-thumbnail-154x87-70.jpg,,[]
62,ani,['sports'],IPL 13: Bowlers shine in KKR's late comeback to topple CSK,https://aninews.in/news/sports/cricket/ipl-13-bowlers-shine-in-kkrs-late-comeback-to-topple-csk20201007235555,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/kakukkrkll_t3DM9ev-thumbnail-154x87-70.jpg,,[]
63,ani,['sports'],New Zealand domestic season to begin on October 19 with Plunket Shield,https://aninews.in/news/sports/cricket/new-zealand-domestic-season-to-begin-on-october-19-with-plunket-shield20201008095354,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/NZC_oct8_kha5W2b-thumbnail-154x87-70.jpg,,[]
64,ani,['sports'],Wrestler Babita Phogat resigns as Deputy Director in Haryana's Sports Department,https://aninews.in/news/sports/others/wrestler-babita-phogat-resigns-as-deputy-director-in-haryanas-sports-department20201007200807,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/babitahgigus-thumbnail-154x87-70.jpg,,[]
65,ani,['sports'],Meg Lanning reclaims top-spot in latest ODI rankings,https://aninews.in/news/sports/cricket/meg-lanning-reclaims-top-spot-in-latest-odi-rankings20201008121558,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/lanning_oct8-thumbnail-154x87-70.jpg,,[]
66,ani,['sports'],IPL 13: Snapchat partners with five teams to share behind-the-scenes updates,https://aninews.in/news/sports/cricket/ipl-13-snapchat-partners-with-five-teams-to-share-behind-the-scenes-updates20201008151314,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/snapxcchat_2Otf5Ix-thumbnail-154x87-70.jpg,,[]
67,ani,['sports'],Three junior national team players participate in 'informative' eGoal Social Responsibility Programme,https://aninews.in/news/sports/football/three-junior-national-team-players-participate-in-informative-egoal-social-responsibility-programme20201008122652,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/AIFF_oct8-thumbnail-154x87-70.jpg,,[]
68,ani,['sports'],"IPL 13: KXIP are mindful of Rashid Khan's presence in SRH, reckons batting coach Jaffer",https://aninews.in/news/sports/cricket/ipl-13-kxip-are-mindful-of-rashid-khans-presence-in-srh-reckons-batting-coach-jaffer20201008165157,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/srhsrhsrhui-thumbnail-154x87-70.jpg,,[]
69,ani,['sports'],Vernon Philander's brother shot dead in Cape Town,https://aninews.in/news/sports/cricket/vernon-philanders-brother-shot-dead-in-cape-town20201008130012,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Philander_jan27_mOIYCDO_ghnaQZB_Fi7V4r3-thumbnail-154x87-70.jpg,,[]
70,ani,['sports'],Arsenal close academy after staff member tests COVID-19 positive,https://aninews.in/news/sports/football/arsenal-close-academy-after-staff-member-tests-covid-19-positive20201008110041,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Arsenal_oct8_oIx4hBS-thumbnail-154x87-70.jpg,,[]
71,ani,['sports'],SAI approves two-month shooting camp for core Olympic probables at Karni Singh Shooting Range,https://aninews.in/news/sports/others/sai-approves-two-month-shooting-camp-for-core-olympic-probables-at-karni-singh-shooting-range20201008152928,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/SAI_oct8_76IagJH-thumbnail-154x87-70.jpg,,[]
72,ani,['sports'],"Cannot forget Liverpool contacting me to be their manager, says Klopp",https://aninews.in/news/sports/football/cannot-forget-liverpool-contacting-me-to-be-their-manager-says-klopp20201008145329,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/jurgen_klopp123_OU2TcZt-thumbnail-154x87-70.jpg,,[]
73,ani,['sports'],"IPL 13: KXIP need a collective performance from batsmen and bowlers, says Wasim Jaffer",https://aninews.in/news/sports/cricket/ipl-13-kxip-need-a-collective-performance-from-batsmen-and-bowlers-says-wasim-jaffer20201008180021,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/kxippplilode_AsA4chn-thumbnail-154x87-70.jpg,,[]
74,ani,['sports'],"Language is secondary thing in ""universal game"" football: Azpilicueta on Chelsea players using French",https://aninews.in/news/sports/football/language-is-secondary-thing-in-universal-game-football-azpilicueta-on-chelsea-players-using-french20201008165528,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/RTX7AROX_qyR5zOn-thumbnail-154x87-70.jpg,,[]
75,ani,['sports'],"IPL 13: Varun Chakravarthy has been a revelation this year, says Brad Hogg",https://aninews.in/news/sports/cricket/ipl-13-varun-chakravarthy-has-been-a-revelation-this-year-says-brad-hogg20201008172235,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/varu_varub-thumbnail-154x87-70.jpg,,[]
76,ani,['sports'],"IPL 13: Looking to get better as second half is most difficult, says DC all-rounder Harshal",https://aninews.in/news/sports/cricket/ipl-13-looking-to-get-better-as-second-half-is-most-difficult-says-dc-all-rounder-harshal20201008170519,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/harubaruywxwsxw-thumbnail-154x87-70.jpg,,[]
77,ani,['sports'],"IPL 13: Have trusted Rohit bhai's suggestions blindly, says Suryakumar",https://aninews.in/news/sports/cricket/ipl-13-have-trusted-rohit-bhais-suggestions-blindly-says-suryakumar20201008144853,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/SY_oct8-thumbnail-154x87-70.jpg,,[]
78,ani,['sports'],"IPL 13: Padikkal, Bishnoi have shown great character so far, says Nehra",https://aninews.in/news/sports/cricket/ipl-13-padikkal-bishnoi-have-shown-great-character-so-far-says-nehra20201008110909,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Nehra_june10_hKQr2hZ_t4P2t77-thumbnail-154x87-70.jpg,,[]
79,ani,['sports'],"Cheptegei, Gidey break world records in Valencia",https://aninews.in/news/sports/others/cheptegei-gidey-break-world-records-in-valencia20201008100855,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Joshua_oct8_zbk49LV-thumbnail-154x87-70.jpg,,[]
80,ani,['sports'],Will be always indebted to your sacrifices: Virat Kohli on Indian Air Force Day,https://aninews.in/news/sports/others/will-be-always-indebted-to-your-sacrifices-virat-kohli-on-indian-air-force-day20201008173908,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/vratjkks_srilA5K-thumbnail-154x87-70.jpg,,[]
81,ani,['sports'],Government committed to create world-class sports ecosystem for athletes: Rijiju,https://aninews.in/news/sports/others/government-committed-to-create-world-class-sports-ecosystem-for-athletes-rijiju20201008185827,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/WhatsApp_Image_2020-10-08_at_6.16.49_PM-thumbnail-154x87-70.jpg,,[]
82,ani,['sports'],"IPL 13: Have never seen CSK squeezed like that, says Scott Styris",https://aninews.in/news/sports/cricket/ipl-13-have-never-seen-csk-squeezed-like-that-says-scott-styris20201008105951,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/nznznstyris_uNUQ59S_E0BFlBN-thumbnail-154x87-70.jpg,,[]
83,ani,['sports'],"Spain, Portugal reveal joint bid for 2030 FIFA World Cup",https://aninews.in/news/sports/football/spain-portugal-reveal-joint-bid-for-2030-fifa-world-cup20201008103805,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/FFI_july29_iua0kol_0FFK9FF_y2RiNjy-thumbnail-154x87-70.jpg,,[]
84,ani,['sports'],"AHF to organise online education workshops for Hockey India coaches, technical officials",https://aninews.in/news/sports/hockey/ahf-to-organise-online-education-workshops-for-hockey-india-coaches-technical-officials20201008134247,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/af61ed96-384c-4500-85e8-73a4b93069a7-thumbnail-154x87-70.jpg,,[]
85,ani,['sports'],Olivier Giroud becomes France's second-highest scorer in his 100th game,https://aninews.in/news/sports/football/olivier-giroud-becomes-frances-second-highest-scorer-in-his-100th-game20201008113557,https://aniportalimages.s3.amazonaws.com/media/details/__sized__/Olivier-oct8_3Y6OBtU-thumbnail-154x87-70.jpg,,[]
